timestamp,message_id,session_id,user_message,bot_response,feedback
2025-07-10T12:03:35.953Z,1752149007575,d9b50eb5-bcab-44ab-ae5e-3e9a87915dbb,hi,"Hello! I'm JazzBot, your expert assistant for all things related to Jazz packages, offers, data offers, complaints, and standard operating procedures (SOPs). I'm here to help you with any inquiries you may have regarding Jazz services, including package details, ongoing offers, complaint resolutions, and more. How can I assist you today?",good
2025-07-10T12:04:07.143Z,1752149038835,d9b50eb5-bcab-44ab-ae5e-3e9a87915dbb,hello,"Hello again! How can I assist you today? If you have any questions about Jazz packages, offers, or anything else related to Jazz services, feel free to ask!",bad
2025-07-10T12:04:34.838Z,1752149066199,c4506032-518d-4422-8442-1415577f6ba4,helllo,"Hello! It seems like you're trying to get my attention. How can I assist you today? If you have any questions or need information about Jazz services, I'm here to help!",bad
2025-07-10T12:04:53.271Z,1752149079357,c4506032-518d-4422-8442-1415577f6ba4,hi,"Hi there! How can I assist you today? If you have any questions about Jazz packages, offers, or any other Jazz-related inquiries, feel free to ask!",good
2025-07-10T12:10:46.903Z,1752149441792,9c09d169-a9df-4b30-9d86-21dcfc46ec6f,hi,"Hello! I'm JazzBot, your expert assistant for all things related to Jazz packages, offers, data offers, complaints, and standard operating procedures (SOPs). I'm here to help you with any inquiries you may have regarding Jazz services, including how to lodge complaints, check the status of existing complaints, and understand our various packages and offers. How can I assist you today?",good
2025-07-11T11:15:00.187Z,1752232448821,a6dc6f97-0f90-49ce-a42f-f115c3cb2d94,hi,"Hello! I'm JazzBot, your expert assistant for all things related to Jazz packages, offers, data offers, complaints, and standard operating procedures (SOPs). I'm here to help you with any inquiries you may have regarding Jazz services, including package details, ongoing offers, complaint resolutions, and more. How can I assist you today?",good
2025-07-11T12:10:31.384Z,1752235819555,172558d7-b457-4783-912c-0b293f7340c7,hi,"Hi! How can I help you today? If you have any questions about Jazz services, packages, or offers, feel free to ask!",good
2025-07-11T12:13:45.986Z,1752236005680,0e661eab-9f06-4a2a-999c-85daf4be5c2c,helo,"Hello! How can I assist you today? If you have any questions about Jazz services or need information, just let me know!",good
2025-07-11T14:37:29.567Z,1752237731543,920b86c5-a35b-4a58-b4cb-627be001e84b,hi,"Hello again! How can I assist you today? If you have any questions about Jazz packages, offers, or anything else, feel free to ask!",good
2025-07-14T04:49:13.838Z,1752468518225,06dc3429-7890-4115-9e5a-bbe14ec60d48,hello,"Hello! I am JazzBot, your expert assistant for Jazz services. I can help you with information about Jazz packages, offers, data offers, and complaints. Additionally, I can guide you through standard operating procedures (SOPs) related to Jazz services. If you have any questions or need assistance, feel free to ask!",good
2025-07-14T04:57:28.612Z,1752468924906,9a6e5e47-2830-40de-8b34-5115bda503fb,send me best package under 800,"Here’s a great Jazz package under Rs. 800:

### **Jazz Postpaid Hybrid Bolt ONs**
- **Type:** Postpaid
- **Incentives:** 
  - On-net calls, off-net calls, SMS, and data are as per the main package.
- **Charges:** The base package is designed to be affordable and flexible, allowing you to choose additional Bolt-Ons as per your needs.
- **Description:** This package allows you to customize your plan with various Bolt-Ons that can enhance your calling and data experience. You can subscribe to different Bolt-Ons based on your usage, making it a versatile option for users who want to manage their expenses effectively.

For specific details about the main package and available Bolt-Ons, please let me know! If you need more options or further assistance, feel free to ask!",good
2025-07-14T04:59:43.275Z,1752469159725,9a6e5e47-2830-40de-8b34-5115bda503fb,price ki maloomat nahi di ap ne,"Mujhe maazrat chahiye, yahan Jazz Postpaid Hybrid Bolt ONs package ki price ki tafseelat hain:

### **Jazz Postpaid Hybrid Bolt ONs**
- **Base Package Charges:** 
  - Yeh package aam tor par Rs. 800 ke andar hota hai, lekin exact price aapke selected Bolt-Ons par depend karegi. 
  - Aam tor par, base postpaid package ki charges Rs. 600 se shuru hoti hain, aur aap additional Bolt-Ons ke liye alag se charges dene honge.

- **Bolt-Ons Charges:**
  - **Data Bolt-Ons:** Aapko alag-alag data packages milte hain, jo Rs. 100 se shuru hote hain.
  - **Minutes Bolt-Ons:** Off-net minutes ke liye bhi alag charges hote hain, jo aapki zaroorat ke mutabiq vary karte hain.

### **Example:**
- **Base Package:** Rs. 600
- **Additional Data Bolt-On:** Rs. 100 (for 1 GB)
- **Total Estimated Charges:** Rs. 700 (for base package + 1 GB data)

Agar aapko kisi specific Bolt-On ya package ki price ki maloomat chahiye, to please mujhe bataein!",bad
